"Auðkenni ráðuneytis","Ráðuneyti","Rasto","Stofnun","Gjöld - sértekjur","Lokadagsetning ársfjórðungs"
"00","Æðsta stjórn ríkisins","00101","Embætti forseta Íslands",44460238,"2012-09-30"
"00","Æðsta stjórn ríkisins","00201","Alþingi",610926774,"2012-09-30"
"00","Æðsta stjórn ríkisins","00205","Framkvæmdir á Alþingisreit",0,"2012-09-30"
"00","Æðsta stjórn ríkisins","00290","Stjórnlagaþing",0,"2012-09-30"
"00","Æðsta stjórn ríkisins","00291","Rannsóknarnefndir Alþingis",88137626,"2012-09-30"
"00","Æðsta stjórn ríkisins","00295","Saksóknari Alþingis",46512,"2012-09-30"
"00","Æðsta stjórn ríkisins","00301","Ríkisstjórn",54771563,"2012-09-30"
"00","Æðsta stjórn ríkisins","00401","Hæstiréttur",58540077,"2012-09-30"
"00","Æðsta stjórn ríkisins","00610","Umboðsmaður Alþingis",34800781,"2012-09-30"
"00","Æðsta stjórn ríkisins","00620","Ríkisendurskoðun",110685080,"2012-09-30"
"01","Forsætisráðuneyti","01101","Forsætisráðuneyti, aðalskrifstofa",80074496,"2012-09-30"
"01","Forsætisráðuneyti","01190","Ýmis verkefni",21470172,"2012-09-30"
"01","Forsætisráðuneyti","01199","Ráðstöfunarfé",0,"2012-09-30"
"01","Forsætisráðuneyti","01201","Fasteignir forsætisráðuneytis",19354816,"2012-09-30"
"01","Forsætisráðuneyti","01203","Fasteignir Stjórnarráðsins",23402790,"2012-09-30"
"01","Forsætisráðuneyti","01241","Umboðsmaður barna",10132486,"2012-09-30"
"01","Forsætisráðuneyti","01253","Vest-norrænt menningarhús í Kaupmannahöfn",0,"2012-09-30"
"01","Forsætisráðuneyti","01261","Óbyggðanefnd",11168451,"2012-09-30"
"01","Forsætisráðuneyti","01271","Ríkislögmaður",17753107,"2012-09-30"
"01","Forsætisráðuneyti","01281","Atvinnuuppbygging og fjölgun vistvænna starfa",800000,"2012-09-30"
"01","Forsætisráðuneyti","01902","Þjóðgarðurinn á Þingvöllum",47462737,"2012-09-30"
"01","Forsætisráðuneyti","01996","Íslenska upplýsingasamfélagið, sameiginleg verkefni ráðuneyta",0,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02101","Mennta- og menningarmálaráðuneyti, aðalskrifstofa",198093195,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02199","Ráðstöfunarfé",0,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02201","Háskóli Íslands",3633297232,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02202","Tilraunastöð Háskólans að Keldum",63991622,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02203","Raunvísindastofnun Háskólans",109063240,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02209","Stofnun Árna Magnússonar í íslenskum fræðum",69721612,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02210","Háskólinn á Akureyri",391222074,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02216","Landbúnaðarháskóli Íslands",155963993,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02217","Hólaskóli - Háskólinn á Hólum",84197804,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02223","Námsmatsstofnun",26147867,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02225","Háskólinn á Bifröst",80425800,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02227","Háskólinn í Reykjavík",503526000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02228","Listaháskóli Íslands",171850040,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02231","Rannsóknamiðstöð Íslands",79482285,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02235","Markáætlun á sviði vísinda og tækni",37434000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02236","Rannsóknasjóður",249983931,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02238","Tækjasjóður",17447926,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02239","Rannsóknarnámssjóður",21846464,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02269","Háskóla- og vísindastofnanir, viðhald og stofnkostnaður",-55175219,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02299","Háskóla- og rannsóknastarfsemi",106680651,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02301","Menntaskólinn í Reykjavík",119430190,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02302","Menntaskólinn á Akureyri",124778238,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02303","Menntaskólinn að Laugarvatni",48404670,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02304","Menntaskólinn við Hamrahlíð",217158830,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02305","Menntaskólinn við Sund",112484127,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02306","Menntaskólinn á Ísafirði",60335394,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02307","Menntaskólinn á Egilsstöðum",66259864,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02308","Menntaskólinn í Kópavogi",191512418,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02309","Kvennaskólinn í Reykjavík",90647833,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02316","Fasteignir framhaldsskóla",14267234,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02318","Framhaldsskólar, stofnkostnaður",3517362,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02319","Framhaldsskólar, almennt",165723115,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02320","Nám á framhaldsstigi vegna aðstæðna á vinnumarkaði",16000000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02350","Fjölbrautaskólinn í Breiðholti",247605228,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02351","Fjölbrautaskólinn Ármúla",210895002,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02352","Flensborgarskóli",147239832,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02353","Fjölbrautaskóli Suðurnesja",177953045,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02354","Fjölbrautaskóli Vesturlands",110951014,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02355","Framhaldsskólinn í Vestmannaeyjum",52088814,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02356","Fjölbrautaskóli Norðurlands vestra",91234239,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02357","Fjölbrautaskóli Suðurlands",186661510,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02358","Verkmenntaskóli Austurlands",50614519,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02359","Verkmenntaskólinn á Akureyri",257380492,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02360","Fjölbrautaskólinn í Garðabæ",117646501,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02361","Framhaldsskólinn í A-Skaftafellssýslu",35560660,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02362","Framhaldsskólinn á Húsavík",29446001,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02363","Framhaldsskólinn á Laugum",44108149,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02365","Borgarholtsskóli",204605413,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02367","Fjölbrautaskóli Snæfellinga",48059820,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02368","Menntaskóli Borgarfjarðar",40985400,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02369","Menntaskólinn Hraðbraut",12158517,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02370","Framhaldsskólinn í Mosfellsbæ",43369263,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02372","Menntaskólinn á Tröllaskaga",29517381,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02430","Samskiptamiðstöð heyrnarlausra og heyrnarskertra",26438868,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02441","Fullorðinsfræðsla fatlaðra",55983873,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02451","Framhaldsfræðsla",314500162,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02504","Tækniskólinn",438498000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02516","Iðnskólinn í Hafnarfirði",137366262,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02518","Þróunarsjóður fyrir starfsnám",26045000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02519","Vinnustaðanámssjóður",35631000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02541","Hússtjórnarskólinn í Reykjavík",5908500,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02551","Hússtjórnarskólinn Hallormsstað",3932000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02565","Tónlistarnám á vegum sveitarfélaga",120000000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02571","Sjómannaskólahúsið",0,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02581","Verslunarskóli Íslands",228482400,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02720","Grunnskólar, almennt",6573590,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02725","Námsgagnastofnun",107126542,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02872","Lánasjóður íslenskra námsmanna",52790441,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02884","Jöfnun á námskostnaði",47200000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02901","Fornleifavernd ríkisins",19627588,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02902","Þjóðminjasafn Íslands",86716073,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02903","Þjóðskjalasafn Íslands",59040298,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02904","Þjóðmenningarhúsið",22976206,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02905","Landsbókasafn Íslands - Háskólabókasafn",70116222,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02906","Listasafn Einars Jónssonar",5143980,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02907","Listasafn Íslands",32475229,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02908","Kvikmyndasafn Íslands",10992308,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02909","Blindrabókasafn Íslands",16771748,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02911","Náttúruminjasafn Íslands",5255877,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02913","Gljúfrasteinn - Hús skáldsins",8453298,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02918","Safnasjóður",24977527,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02919","Söfn og menningarminjar",10920256,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02961","Fjölmiðlanefnd",10230937,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02965","Harpa, tónlistar- og ráðstefnuhús í Reykjavík",134484034,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02969","Menningarstofnanir, viðhald og stofnkostnaður",30416460,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02971","Ríkisútvarpið",775000000,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02972","Íslenski dansflokkurinn",26065413,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02973","Þjóðleikhúsið",118537779,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02974","Sinfóníuhljómsveit Íslands",160498943,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02977","Höfundarréttargjöld",6430806,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02978","Launasjóðir listamanna",121493901,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02979","Húsafriðunarnefnd",24318313,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02980","Listskreytingasjóður",3911977,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02981","Kvikmyndamiðstöð Íslands",93213854,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02982","Listir",308079529,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02983","Ýmis fræðistörf",19307146,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02984","Norræn samvinna",3364244,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02985","Rammaáætlanir ESB um menntun, rannsóknir og tækniþróun",1101092009,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02988","Æskulýðsmál",40568223,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02989","Ýmis íþróttamál",72547879,"2012-09-30"
"02","Mennta- og menningarmálaráðuneyti","02999","Ýmislegt",58766915,"2012-09-30"
"03","Utanríkisráðuneyti","03101","Utanríkisráðuneyti, aðalskrifstofa",317431250,"2012-09-30"
"03","Utanríkisráðuneyti","03111","Þýðingamiðstöð utanríkisráðuneytis",126467584,"2012-09-30"
"03","Utanríkisráðuneyti","03190","Ýmis verkefni",18499019,"2012-09-30"
"03","Utanríkisráðuneyti","03199","Ráðstöfunarfé",0,"2012-09-30"
"03","Utanríkisráðuneyti","03213","Varnarmál",0,"2012-09-30"
"03","Utanríkisráðuneyti","03300","Sendiráð Íslands",689197075,"2012-09-30"
"03","Utanríkisráðuneyti","03390","Þróunarsamvinnustofnun Íslands",226639797,"2012-09-30"
"03","Utanríkisráðuneyti","03391","Þróunarmál og alþjóðleg hjálparstarfsemi",258429024,"2012-09-30"
"03","Utanríkisráðuneyti","03401","Alþjóðastofnanir",381204391,"2012-09-30"
"03","Utanríkisráðuneyti","03611","Íslandsstofa",111415212,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04101","Sjávarútvegs- og landbúnaðarráðuneyti, aðalskrifstofa",109631699,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04190","Ýmis verkefni",54018164,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04199","Ráðstöfunarfé",0,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04215","Fiskistofa",231681088,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04217","Verðlagsstofa skiptaverðs",4095569,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04234","Matvælastofnun",299572990,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04331","Héraðs- og Austurlandsskógar",50465375,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04332","Suðurlandsskógar",9070057,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04334","Vesturlandsskógar",12080262,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04335","Skjólskógar á Vestfjörðum",11327441,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04336","Norðurlandsskógar",44041733,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04401","Hafrannsóknastofnunin",158213851,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04405","Veiðimálastofnun",13840399,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04411","Matvælarannsóknir",67700000,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04413","Verkefnasjóður sjávarútvegsins",320525770,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04414","Sjávarspendýrasjóður",0,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04415","Sjóður til síldarrannsókna",0,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04416","Veiðarfærarannsóknir",0,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04417","Rannsóknasjóður til að auka verðmæti sjávarfangs",225812163,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04421","Bygging rannsóknastofnana sjávarútvegsins",36943300,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04423","Skrifstofa rannsóknastofnana atvinnuveganna",15849120,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04426","Húsbyggingarsjóður",0,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04481","Rannsóknir háskóla í þágu landbúnaðar",39000000,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04483","Landgræðsla og skógrækt í þágu landbúnaðar",8000000,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04488","Hagskýrslur og hagrannsóknir um landbúnað",10843878,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04801","Greiðslur vegna mjólkurframleiðslu",1494367761,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04805","Greiðslur vegna sauðfjárframleiðslu",802856817,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04807","Greiðslur vegna grænmetisframleiðslu",161337310,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04811","Bændasamtök Íslands",103950000,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04818","Búnaðarsjóður",108404633,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04821","Framleiðnisjóður landbúnaðarins",3239657,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04824","Verðmiðlun landbúnaðarvara",101250000,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04827","Fóðursjóður",588148116,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04831","Jarðasjóður og Jarðeignir ríkisins",18212291,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04843","Fiskræktarsjóður",1797829,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04851","Greiðslur vegna riðuveiki",3901999,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04853","Bjargráðasjóður",1670000,"2012-09-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04891","Sérstakar greiðslur í landbúnaði",0,"2012-09-30"
"06","Innanríkisráðuneyti","06101","Innanríkisráðuneyti, aðalskrifstofa",162314508,"2012-09-30"
"06","Innanríkisráðuneyti","06102","Stjórnartíðindi",6221732,"2012-09-30"
"06","Innanríkisráðuneyti","06103","Lagasafn",0,"2012-09-30"
"06","Innanríkisráðuneyti","06111","Kosningar",238393692,"2012-09-30"
"06","Innanríkisráðuneyti","06190","Ýmis verkefni",53181015,"2012-09-30"
"06","Innanríkisráðuneyti","06201","Hæstiréttur",33722841,"2012-09-30"
"06","Innanríkisráðuneyti","06210","Héraðsdómstólar",321499835,"2012-09-30"
"06","Innanríkisráðuneyti","06231","Málskostnaður í opinberum málum",122128949,"2012-09-30"
"06","Innanríkisráðuneyti","06232","Opinber réttaraðstoð",69044036,"2012-09-30"
"06","Innanríkisráðuneyti","06235","Bætur brotaþola",-1482573,"2012-09-30"
"06","Innanríkisráðuneyti","06236","Sanngirnisbætur vegna misgjörða á vistheimilum fyrir börn",201531886,"2012-09-30"
"06","Innanríkisráðuneyti","06251","Persónuvernd",18609716,"2012-09-30"
"06","Innanríkisráðuneyti","06295","Landsdómur",148000,"2012-09-30"
"06","Innanríkisráðuneyti","06301","Ríkissaksóknari",37154146,"2012-09-30"
"06","Innanríkisráðuneyti","06303","Ríkislögreglustjóri",302914947,"2012-09-30"
"06","Innanríkisráðuneyti","06305","Lögregluskóli ríkisins",50409927,"2012-09-30"
"06","Innanríkisráðuneyti","06309","Sérstakur saksóknari samkvæmt lögum nr. 135/2008",302328492,"2012-09-30"
"06","Innanríkisráðuneyti","06310","Lögreglustjórinn á höfuðborgarsvæðinu",830706626,"2012-09-30"
"06","Innanríkisráðuneyti","06312","Lögreglustjórinn á Suðurnesjum",244291911,"2012-09-30"
"06","Innanríkisráðuneyti","06325","Samræmd neyðarsvörun",71075001,"2012-09-30"
"06","Innanríkisráðuneyti","06390","Ýmis löggæslu- og öryggismál",119638029,"2012-09-30"
"06","Innanríkisráðuneyti","06395","Landhelgisgæsla Íslands",1069359386,"2012-09-30"
"06","Innanríkisráðuneyti","06396","Landhelgissjóður Íslands",651250,"2012-09-30"
"06","Innanríkisráðuneyti","06397","Schengen-samstarf",44695518,"2012-09-30"
"06","Innanríkisráðuneyti","06398","Útlendingastofnun",42577217,"2012-09-30"
"06","Innanríkisráðuneyti","06399","Hælisleitendur",55594507,"2012-09-30"
"06","Innanríkisráðuneyti","06411","Sýslumaðurinn í Reykjavík",80465247,"2012-09-30"
"06","Innanríkisráðuneyti","06412","Sýslumaðurinn á Akranesi",44548138,"2012-09-30"
"06","Innanríkisráðuneyti","06413","Sýslumaðurinn í Borgarnesi",46990496,"2012-09-30"
"06","Innanríkisráðuneyti","06414","Sýslumaður Snæfellinga",45348744,"2012-09-30"
